Coordinates
"49.286075484422376, -123.11173815504947"
"49.2657831984991, -123.07896225243121"
"49.26634023249435, -123.11519667899394"
"49.262773467883484, -123.11478218139136"
"49.24912287838039, -123.11533610484715"
"49.28586014917365, -123.11997233644202"
"49.20954787392407, -123.11707077626738"
"49.28363768680059, -123.11640402719512"
"49.279441691877636, -123.10956479630316"
"49.27317791187965, -123.10060690768856"
"49.24424259217731, -123.04594067398634"
"49.23839380523484, -123.03180671710777"
"49.26076477791514, -123.03282383181416"
"49.25889291082948, -123.04530845874768"
"49.26293626736842, -123.06845389883729"
"49.28566576739238, -123.1133392689008"
"49.28173470745285, -123.11928408921445"
"49.26181784640944, -123.0690994031622"
"49.2743622548375, -123.1218903777964"
"49.23346681076931, -123.11604067532821"
"49.22638691960162, -123.11632486084643"
"49.248272210616825, -123.05587151633279"
