Coordinates
"49.24470507020434, -123.17507131392392"
"49.29496162924832, -123.13434601446576"
"49.2556804415666, -123.02750074280294"
"49.25313116149829, -123.02649510491612"
"49.27118798617408, -123.11098369199883"
"49.235945148740775, -123.06691167074283"
"49.22711615721119, -123.04660137247627"
"49.24754513634842, -123.07392010305213"
"49.231980422957584, -123.19315344144853"
"49.24309791365466, -123.14769992982717"
"49.278746328517386, -123.23234034857063"
"49.26683490730779, -123.03496507364125"
"49.22308531255336, -123.09719199790725"
"49.25207382387085, -123.04371705538496"
"49.27818635315254, -123.1047318420208"
"49.26719997068881, -123.12448776465106"
"49.27353645619341, -123.11314457767041"
"49.29210780606712, -123.04764287218421"
"49.27711482880213, -123.12371511269338"
"49.21632474891052, -123.04764770721968"
"49.213121724839496, -123.0534228197328"
"49.21260115892472, -123.09436750172519"
"49.25752317555785, -123.06219593641522"
"49.273031242319895, -123.20651170534614"
"49.2418428106307, -123.10620807497806"
"49.283039927341825, -123.130485218247"
"49.276350539357345, -123.08335152608844"
"49.27604924181608, -123.13603413954836"
"49.22977226548035, -123.069920056114"
"49.291481904197575, -123.04060347084567"
"49.26771430195519, -123.12264188086404"
"49.2851670652176, -123.10130226889473"
"49.210568819287346, -123.03641426179514"
"49.255582179719916, -123.0313844889687"
"49.208141642292624, -123.15184197086442"
"49.27795379114207, -123.14819708917254"
"49.2904810792187, -123.03679074019166"
"49.238390851643665, -123.12704483617387"
"49.23779204269339, -123.11094065628153"
"49.220115926013904, -123.02907370038434"
"49.292584113556245, -123.14495182029219"
"49.27551393859565, -123.0865140597334"
"49.25237108095537, -123.17645323219303"
"49.29150833151465, -123.05036591298226"
