Coordinates
"49.26689088504469, -123.11236726193974"
"49.282056211986955, -123.10109474719326"
"49.262338305195684, -123.10586046207774"
"49.27769337237721, -123.1147756731615"
"49.282056211986955, -123.10109474719326"
"49.281851154764425, -123.12645824751823"
"49.28180507947213, -123.10767247883172"
"49.28245838143064, -123.11293968534518"
"49.28374408771319, -123.09620765787055"
"49.282056211986955, -123.10109474719326"
"49.26974745114546, -123.06735635798717"
"49.27157435253819, -123.09934686157887"
"49.281871703205425, -123.09098604679792"
"49.27956687773119, -123.12780362309378"
"49.28325701333048, -123.08914065335308"
"49.269335660054985, -123.07055190144827"
"49.28098552764485, -123.09704179173589"
